0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng
FEP|FEP|KFEP|KFEP|Albertus|Albertus|Freeport|Freeport|United States|United States
FER|FER|||Fergusons Gulf|Fergusons Gulf|Fergusons Gulf|Fergusons Gulf|Canada|Canada
FES|FES|KFES|KFES|San Fernando|San Fernando|San Fernando|San Fernando|El Salvador|El Salvador
FET|FET|KFET|KFET|Municipal|Municipal|Fremont|Fremont|United States|United States
FEW|FEW|KFEW|KFEW|Warren AFB|Warren AFB|Cheyenne|Cheyenne|United States|United States
FEZ|FEZ|GMFF|GMFF|Sais|Sais|Fez|Fez|Morocco|Morocco
FFA|FFA|KFFA|KFFA|First Flight|First Flight|Kill Devil Hills|Kill Devil Hills|United States|United States
FFD|FFD|EGVA|EGVA|RAF Station|RAF Station|Fairford|Fairford|United Kingdom|United Kingdom
FFL|FFL|KFFL|KFFL|Municipal|Municipal|Fairfield|Fairfield|United States|United States
FFM|FFM|KFFM|KFFM|Fergus Falls|Fergus Falls|Fergus Falls|Fergus Falls|United States|United States
FFO|FFO|KFFO|KFFO|Patterson Afb|Patterson Afb|Dayton|Dayton|United States|United States
FFT|FFT|KFFT|KFFT|Capital City|Capital City|Frankfort, KY|Frankfort, KY|United States|United States
FFU|FFU|SCFT|SCFT|Futaleufu|Futaleufu|Futaleufu|Futaleufu|Chile|Chile
FGD|FGD|GQPF|GQPF|Fderik|Fderik|Fderik|Fderik|Mauritania|Mauritania
FGI|FGI|NSFI|NSFI|Fagali I|Fagali I|Apia|Apia|Samoa|Samoa
FGL|FGL|NZFH|NZFH|Fox Glacier|Fox Glacier|Fox Glacier|Fox Glacier|New Zealand|New Zealand
FGR|FGR|OMFJ|OMFJ|Fuengirola|Fuengirola|Fuengirola|Fuengirola|Spain|Spain
FGU|FGU|NTGB|NTGB|Fangatau|Fangatau|Fangatau|Fangatau|French Polynesia|French Polynesia
FHU|FHU|KFHU|KFHU|Municipal|Municipal|Sierra Vista|Sierra Vista|United States|United States
FHZ|FHZ|NTKH|NTKH|Fakahina|Fakahina|Fakahina|Fakahina|French Polynesia|French Polynesia
FIC|FIC|KFSD|KFSD|Fire Cove|Fire Cove|Fire Cove|Fire Cove|United States|United States
FID|FID|KFID|KFID|Elizabeth Field|Elizabeth Field|Fishers Island|Fishers Island|United States|United States
FIE|FIE|EGEF|EGEF|Fair Isle|Fair Isle|Fair Isle|Fair Isle|United Kingdom|United Kingdom
FIG|FIG|GUFA|GUFA|Fria|Fria|Fria|Fria|Guinea|Guinea
FIK|FIK|YFNE|YFNE|Finke|Finke|Finke|Finke|Australia|Australia
FIL|FIL|KFOM|KFOM|Municipal|Municipal|Fillmore|Fillmore|United States|United States
FIN|FIN|||Finschhafen|Finschhafen|Finschhafen|Finschhafen|Papua New Guinea|Papua New Guinea
FIV|FIV|||Five Finger|Five Finger|Five Finger Coast Guard Heliport|Five Finger Coast Guard Heliport|United States|United States
FIZ|FIZ|YFTZ|YFTZ|Fitzroy Crossing|Fitzroy Crossing|Fitzroy Crossing|Fitzroy Crossing|Australia|Australia
FJR|FJR|OMFJ|OMFJ|Fujairah Intl|Fujairah Intl|Al-fujairah|Al-fujairah|United Arab Emirates|United Arab Emirates
FKB|FKB|EDSB|EDSB|Soellingen|Soellingen|Karlsruhe/Baden Baden|Karlsruhe/Baden Baden|Germany|Germany
FKH|FKH|||Sculthorp RAF|Sculthorp RAF|Fakenham|Fakenham|United Kingdom|United Kingdom
FKI|FKI|FZIC|FZIC|Kisangani|Kisangani|Kisangani|Kisangani|Democratic Republic Of Congo|Democratic Republic Of Congo
FKJ|FKJ|RJNF|RJNF|Fukui|Fukui|Fukui|Fukui|Japan|Japan
FKL|FKL|KFKL|KFKL|Chess-Lambertin|Chess-Lambertin|Franklin|Franklin|United States|United States
FKN|FKN|KFKN|KFKN|Municipal|Municipal|Franklin|Franklin|United States|United States
FKQ|FKQ|WASF|WASF|Fak Fak|Fak Fak|Fak Fak|Fak Fak|Indonesia|Indonesia
FKS|FKS|RJSF|RJSF|Fukushima Airport|Fukushima Airport|Fukushima|Fukushima|Japan|Japan
FLA|FLA|SKFL|SKFL|Capitolio|Capitolio|Florencia|Florencia|Colombia|Colombia
FLB|FLB|SNQG|SNQG|Cangapara|Cangapara|Floriano|Floriano|Brazil|Brazil
FLC|FLC|||Falls Creek|Falls Creek|Falls Creek|Falls Creek|Australia|Australia
FLD|FLD|KFLD|KFLD|Fond Du Lac|Fond Du Lac|Fond Du Lac|Fond Du Lac|United States|United States
FLE|FLE|KFLE|KFLE|Fort Lee AAF|Fort Lee AAF|Petersburg|Petersburg|Netherlands|Netherlands
FLF|FLF|EDXF|EDXF|Schaferhaus|Schaferhaus|Flensburg|Flensburg|Germany|Germany
FLG|FLG|KFLG|KFLG|Pulliam Field|Pulliam Field|Grand Canyon|Grand Canyon|United States|United States
FLH|FLH|||Flotta|Flotta|Flotta|Flotta|United Kingdom|United Kingdom
FLI|FLI|BIHT|BIHT|Flateyri|Flateyri|Flateyri|Flateyri|Iceland|Iceland
FLJ|FLJ|DIAP|DIAP|Falls Bay|Falls Bay|Falls Bay|Falls Bay|United States|United States
FLL|FLL|KFLL|KFLL|Fort Lauderdale/Hollywood International|Fort Lauderdale/Hollywood International|Fort Lauderdale|Fort Lauderdale|United States|United States
FLM|FLM|SGFI|SGFI|Filadelfia|Filadelfia|Filadelfia|Filadelfia|Paraguay|Paraguay
FLN|FLN|SBFL|SBFL|Hercilio Luz|Hercilio Luz|Florianopolis|Florianopolis|Brazil|Brazil
FLO|FLO|KFLO|KFLO|Florence|Florence|Florence|Florence|United States|United States
FLP|FLP|KFLP|KFLP|Flippin|Flippin|Flippin|Flippin|United States|United States
FLR|FLR|LIRQ|LIRQ|Peretola|Peretola|Florence|Florence|Italy|Italy
FLS|FLS|YFLI|YFLI|Flinders Island|Flinders Island|Flinders Island|Flinders Island|Australia|Australia
FLT|FLT|KFLT|KFLT|Flat|Flat|Flat|Flat|United States|United States
FLU|FLU|KFLU|KFLU|Flushing|Flushing|New York|New York|United States|United States
FLV|FLV|KFLV|KFLV|Sherman AAF|Sherman AAF|Fort Leavenworth|Fort Leavenworth|United States|United States
FLW|FLW|LPFL|LPFL|Santa Cruz|Santa Cruz|Flores Island|Flores Island|Portugal|Portugal
FLX|FLX|KFLX|KFLX|Municipal|Municipal|Fallon|Fallon|United States|United States
FLY|FLY|YFIL|YFIL|Finley|Finley|Finley|Finley|Australia|Australia
FMA|FMA|SARF|SARF|El Pucu|El Pucu|Formosa|Formosa|Argentina|Argentina
FMC|FMC|PAFV|PAFV|Five Mile|Five Mile|Five Mile|Five Mile|United States|United States
FME|FME|KFME|KFME|Tipton AAF|Tipton AAF|Fort Meade|Fort Meade|Haiti|Haiti
FMG|FMG|||Flamingo|Flamingo|Flamingo|Flamingo|Costa Rica|Costa Rica
FMH|FMH|KFMH|KFMH|Otis AFB|Otis AFB|Falmouth|Falmouth|United States|United States
FMI|FMI|FZRF|FZRF|Kalemie|Kalemie|Kalemie|Kalemie|Democratic Republic Of Congo|Democratic Republic Of Congo
FMN|FMN|KFMN|KFMN|Municipal|Municipal|Farmington|Farmington|United States|United States
FMO|FMO|EDDG|EDDG|Greven|Greven|Muenster/Osnabrueck|Muenster/Osnabrueck|Germany|Germany
FMS|FMS|KFSW|KFSW|Municipal|Municipal|Fort Madison|Fort Madison|United States|United States
FMY|FMY|KFMY|KFMY|Page Field|Page Field|Fort Myers|Fort Myers|United States|United States
FNA|FNA|GFLL|GFLL|Lungi International|Lungi International|Freetown|Freetown|Sierra Leone|Sierra Leone
FNB|FNB|ETNU|ETNU|Neubrandenburg|Neubrandenburg|Neubrandenburg|Neubrandenburg|Germany|Germany
FNC|FNC|LPMA|LPMA|Madeira|Madeira|Funchal|Funchal|Portugal|Portugal
FNE|FNE|||Fane|Fane|Fane|Fane|Papua New Guinea|Papua New Guinea
FNG|FNG|DFEF|DFEF|Fada Ngourma|Fada Ngourma|Fada Ngourma|Fada Ngourma|Burkina Faso|Burkina Faso
FNH|FNH|HAFN|HAFN|Fincha|Fincha|Fincha|Fincha|Ethiopia|Ethiopia
FNI|FNI|LFTW|LFTW|Garons|Garons|Nimes|Nimes|France|France
FNJ|FNJ|ZKPY|ZKPY|Sunan International|Sunan International|Pyongyang|Pyongyang|Korea (North)|Korea (North)
FNK|FNK|YFNE|YFNE|Fin Creek|Fin Creek|Fin Creek|Fin Creek|United States|United States
FNL|FNL|KFNL|KFNL|Municipal Airport|Municipal Airport|Fort Collins/Loveland|Fort Collins/Loveland|United States|United States
FNR|FNR|PANR|PANR|SPB|SPB|Funter Bay|Funter Bay|United States|United States
FNT|FNT|KFNT|KFNT|Bishop International Airport|Bishop International Airport|Flint|Flint|United States|United States
FOA|FOA|||Foula|Foula|Foula|Foula|United Kingdom|United Kingdom
FOB|FOB|KFOB|KFOB|Fort Bragg|Fort Bragg|Fort Bragg|Fort Bragg|United States|United States
FOC|FOC|ZSFZ|ZSFZ|Fuzhou|Fuzhou|Fuzhou|Fuzhou|China|China
FOD|FOD|KFOD|KFOD|Fort Dodge Regional|Fort Dodge Regional|Fort Dodge, IA|Fort Dodge, IA|United States|United States
FOE|FOE|KFOE|KFOE|Forbes Field|Forbes Field|Topeka, KS|Topeka, KS|United States|United States
FOG|FOG|LIBF|LIBF|Gino Lisa|Gino Lisa|Foggia|Foggia|Italy|Italy
FOK|FOK|KFOK|KFOK|Suffolk County|Suffolk County|Westhampton|Westhampton|United States|United States
FOM|FOM|FKKM|FKKM|Foumban|Foumban|Foumban|Foumban|Cameroon|Cameroon
FON|FON|MRAN|MRAN|Fortuna|Fortuna|Fortuna|Fortuna|Haiti|Haiti
FOO|FOO|WABF|WABF|Numfoor|Numfoor|Numfoor|Numfoor|Indonesia|Indonesia
FOP|FOP|KFOP|KFOP|Morris AAF|Morris AAF|Forest Park|Forest Park|United States|United States
FOR|FOR|SBFZ|SBFZ|Pinto Martins|Pinto Martins|Fortaleza|Fortaleza|Brazil|Brazil
FOS|FOS|YFRT|YFRT|Forrest|Forrest|Forrest|Forrest|Australia|Australia
FOT|FOT|YFST|YFST|Forster|Forster|Forster|Forster|Australia|Australia
FOU|FOU|FOGF|FOGF|Fougamou|Fougamou|Fougamou|Fougamou|Gabon|Gabon
FOX|FOX|KWJF|KWJF|Fox|Fox|Fox|Fox|United States|United States
FOY|FOY|||Foya|Foya|Foya|Foya|Liberia|Liberia
FPR|FPR|KFPR|KFPR|St Lucie County|St Lucie County|Fort Pierce|Fort Pierce|United States|United States
FPY|FPY|KFPY|KFPY|Perry-Foley|Perry-Foley|Perry|Perry|United States|United States
FRA|FRA|EDDF|EDDF|Frankfurt International Airport (rhein-main)|Frankfurt International Airport (rhein-main)|Frankfurt|Frankfurt|Germany|Germany
FRB|FRB|YFBS|YFBS|Forbes|Forbes|Forbes|Forbes|Australia|Australia
FRC|FRC|SIMK|SIMK|Franca|Franca|Franca|Franca|Brazil|Brazil
FRD|FRD|KFHR|KFHR|Friday Harbor|Friday Harbor|Friday Harbor|Friday Harbor|United States|United States
FRE|FRE|AGGF|AGGF|Fera Island|Fera Island|Fera Island|Fera Island|Solomon Islands|Solomon Islands
FRF|FRF|EDOL|EDOL|Rhein-Main AFB|Rhein-Main AFB|Frankfurt|Frankfurt|Germany|Germany
FRG|FRG|KFRG|KFRG|Republic Field|Republic Field|Farmingdale|Farmingdale|United States|United States
FRH|FRH|KFRH|KFRH|Municipal|Municipal|French Lick|French Lick|United States|United States
FRI|FRI|KFRI|KFRI|Marshall AAF|Marshall AAF|Fort Riley, KS|Fort Riley, KS|United States|United States
FRJ|FRJ|LFTU|LFTU|Frejus|Frejus|Frejus|Frejus|France|France
FRK|FRK|FSSF|FSSF|Fregate Is|Fregate Is|Fregate Is|Fregate Is|Seychelles|Seychelles
FRL|FRL|LIPK|LIPK|Luigi Ridolfi|Luigi Ridolfi|Forli|Forli|Italy|Italy
FRM|FRM|KFRM|KFRM|Fairmont|Fairmont|Fairmont|Fairmont|United States|United States
FRN|FRN|PAFR|PAFR|Bryant AAF|Bryant AAF|Fort Richardson|Fort Richardson|Haiti|Haiti
FRO|FRO|ENFL|ENFL|Flora|Flora|Floro|Floro|Norway|Norway
FRP|FRP|KFRP|KFRP|Fresh Water Bay|Fresh Water Bay|Fresh Water Bay|Fresh Water Bay|United States|United States
FRQ|FRQ|||Feramin|Feramin|Feramin|Feramin|Papua New Guinea|Papua New Guinea
FRR|FRR|KFRR|KFRR|Front Royal-Warren County|Front Royal-Warren County|Front Royal, (VA)|Front Royal, (VA)|United States|United States
FRS|FRS|MGTK|MGTK|Santa Elena|Santa Elena|Flores|Flores|Guatemala|Guatemala
FRT|FRT|SCFI|SCFI|Frutillar|Frutillar|Frutillar|Frutillar|Bolivia|Bolivia
FRU|FRU|UAFM|UAFM|Manas|Manas|Bishkek|Bishkek|Kyrgyzstan|Kyrgyzstan
FRW|FRW|FBFT|FBFT|Francistown|Francistown|Francistown|Francistown|Botswana|Botswana
FRY|FRY|KIZG|KIZG|Fryeburg|Fryeburg|Fryeburg|Fryeburg|United States|United States
FRZ|FRZ|ETHF|ETHF|Fritzlar Airbase|Fritzlar Airbase|Fritzlar|Fritzlar|Germany|Germany
FSC|FSC|LFKF|LFKF|Sud Corse|Sud Corse|Figari|Figari|France|France
FSD|FSD|KFSD|KFSD|Joe Foss Field Airport|Joe Foss Field Airport|Sioux Falls|Sioux Falls|United States|United States
FSI|FSI|KFSI|KFSI|Henry Post AAF|Henry Post AAF|Fort Sill|Fort Sill|United States|United States
FSK|FSK|KFSK|KFSK|Municipal|Municipal|Fort Scott|Fort Scott|United States|United States
FSL|FSL|||Fossil Downs|Fossil Downs|Fossil Downs|Fossil Downs|Australia|Australia
FSM|FSM|KFSM|KFSM|Regional|Regional|Fort Smith|Fort Smith|United States|United States
FSN|FSN|KFSN|KFSN|Haley AAF|Haley AAF|Fort Sheridan|Fort Sheridan|Haiti|Haiti
FSP|FSP|LFVP|LFVP|Saint-pierre Pointe-blanche|Saint-pierre Pointe-blanche|St Pierre|St Pierre|St. Pierre and Miquelon|St. Pierre and Miquelon
FSS|FSS|EGQK|EGQK|Kinloss|Kinloss|Forres|Forres|United Kingdom|United Kingdom
FST|FST|KFST|KFST|Pecos County|Pecos County|Fort Stockton|Fort Stockton|United States|United States
FSU|FSU|KFSU|KFSU|Fort Sumner|Fort Sumner|Fort Sumner|Fort Sumner|United States|United States
FTA|FTA|NVVF|NVVF|Futuna Airport|Futuna Airport|Futuna Island|Futuna Island|Australia|Australia
FTE|FTE|SAWC|SAWC|El Calafate|El Calafate|El Calafate|El Calafate|Argentina|Argentina
FTI|FTI|NSFQ|NSFQ|Fitiuta|Fitiuta|Fitiuta|Fitiuta|American Samoa|American Samoa
FTK|FTK|KFTK|KFTK|Godman AAF|Godman AAF|Fort Knox|Fort Knox|United States|United States
FTL|FTL|SKGB|SKGB|Fortuna Ledge|Fortuna Ledge|Fortuna Ledge|Fortuna Ledge|United States|United States
FTU|FTU|FMSD|FMSD|Marillac|Marillac|Fort Dauphin|Fort Dauphin|Madagascar|Madagascar
FTW|FTW|KFTW|KFTW|Meacham Field|Meacham Field|Fort Worth|Fort Worth|United States|United States
FTX|FTX|FCOO|FCOO|Owando|Owando|Owando|Owando|Congo|Congo
FTY|FTY|KFTY|KFTY|Fulton County|Fulton County|Atlanta|Atlanta|United States|United States
FUB|FUB|||Fulleborn|Fulleborn|Fulleborn|Fulleborn|Papua New Guinea|Papua New Guinea
FUD|FUD|OOFD|OOFD|Sui Fen He|Sui Fen He|Sui Fen He|Sui Fen He|China|China
FUE|FUE|GCFV|GCFV|Fuerteventura|Fuerteventura|Puerto del Rosario|Puerto del Rosario|Spain|Spain
FUG|FUG|ZSFY|ZSFY|Fuyang|Fuyang|Fuyang|Fuyang|China|China
FUJ|FUJ|RJFE|RJFE|Fukue|Fukue|Fukue|Fukue|Japan|Japan
FUK|FUK|RJFF|RJFF|Fukuoka|Fukuoka|Fukuoka|Fukuoka|Japan|Japan
FUL|FUL|KFUL|KFUL|Municipal|Municipal|Fullerton|Fullerton|United States|United States
FUM|FUM|||Fuma|Fuma|Fuma|Fuma|Papua New Guinea|Papua New Guinea
FUN|FUN|NGFU|NGFU|International|International|Funafuti Atol|Funafuti Atol|Tuvalu|Tuvalu
FUO|FUO|ZGFS|ZGFS|Fuoshan|Fuoshan|Fuoshan|Fuoshan|China|China
FUT|FUT|NLWF|NLWF|Futuna Island|Futuna Island|Futuna Island|Futuna Island|Vanuatu|Vanuatu
FVL|FVL|LFOE|LFOE|Flora Valey|Flora Valey|Flora Valley|Flora Valley|Australia|Australia
FVR|FVR|LIRV|LIRV|Forrest River Airport|Forrest River Airport|Forrest River|Forrest River|Australia|Australia
FWA|FWA|KFWA|KFWA|Municipal/Baer Field|Municipal/Baer Field|Fort Wayne|Fort Wayne|United States|United States
FWH|FWH|KNFW|KNFW|Fort Worth NAS Jrb/Carswell Field|Fort Worth NAS Jrb/Carswell Field|Fort Worth, TX|Fort Worth, TX|United States|United States
FWL|FWL|PAFW|PAFW|Farewell|Farewell|Farewell|Farewell|United States|United States
FWM|FWM|||Heliport|Heliport|Fort William|Fort William|United Kingdom|United Kingdom
FXE|FXE|KFXE|KFXE|Executive|Executive|Fort Lauderdale|Fort Lauderdale|United States|United States
FXM|FXM|ZSAM|ZSAM|Flaxman Island|Flaxman Island|Flaxman Island|Flaxman Island|United States|United States
FXO|FXO|FQCB|FQCB|Cuamba|Cuamba|Cuamba|Cuamba|Mozambique|Mozambique
FXY|FXY|KFXY|KFXY|Municipal|Municipal|Forest City|Forest City|United States|United States
FYM|FYM|KFYM|KFYM|Municipal|Municipal|Fayetteville|Fayetteville|United States|United States
FYN|FYN|ZWFY|ZWFY|Fuyun|Fuyun|Fuyun|Fuyun|China|China
FYT|FYT|FTTY|FTTY|Faya|Faya|Faya|Faya|Chad|Chad
FYU|FYU|PFYU|PFYU|Fort Yukon|Fort Yukon|Fort Yukon|Fort Yukon|United States|United States
FYV|FYV|KFYV|KFYV|Municipal (Drake Fld)|Municipal (Drake Fld)|Fayetteville|Fayetteville|United States|United States
FZO|FZO|EGTG|EGTG|Filton|Filton|Bristol|Bristol|United Kingdom|United Kingdom
GAA|GAA|SKGY|SKGY|Guamal|Guamal|Guamal|Guamal|Colombia|Colombia
GAB|GAB|KGAB|KGAB|Gabbs|Gabbs|Gabbs|Gabbs|United States|United States
GAC|GAC|||Gracias|Gracias|Gracias|Gracias|Honduras|Honduras
GAD|GAD|KGAD|KGAD|Municipal|Municipal|Gadsden|Gadsden|United States|United States
GAE|GAE|DTTG|DTTG|Gabes|Gabes|Gabes|Gabes|Tunisia|Tunisia
GAF|GAF|DTTF|DTTF|Gafsa|Gafsa|Gafsa|Gafsa|Tunisia|Tunisia
GAG|GAG|KGAG|KGAG|Gage|Gage|Gage|Gage|United States|United States
GAH|GAH|YGAY|YGAY|Gayndah|Gayndah|Gayndah|Gayndah|Australia|Australia
GAI|GAI|KGAI|KGAI|Montgomery County|Montgomery County|Gaithersburg|Gaithersburg|United States|United States
GAJ|GAJ|RJSC|RJSC|Junmachi|Junmachi|Yamagata|Yamagata|Japan|Japan
GAK|GAK|KGAG|KGAG|Gakona|Gakona|Gakona|Gakona|United States|United States
GAL|GAL|PAGA|PAGA|Galena|Galena|Galena|Galena|United States|United States
GAM|GAM|PAGM|PAGM|Gambell|Gambell|Gambell|Gambell|United States|United States
GAN|GAN|VRMG|VRMG|Gan Airport|Gan Airport|Gan Island|Gan Island|Maldives|Maldives
GAO|GAO|MUGT|MUGT|Los Canos|Los Canos|Guantanamo|Guantanamo|Cuba|Cuba
GAP|GAP|||Gusap|Gusap|Gusap|Gusap|Papua New Guinea|Papua New Guinea
GAQ|GAQ|GAGO|GAGO|Gao|Gao|Gao|Gao|Mali|Mali
GAR|GAR|||Garaina|Garaina|Garaina|Garaina|Papua New Guinea|Papua New Guinea
GAS|GAS|HKGA|HKGA|Garissa|Garissa|Garissa|Garissa|Kenya|Kenya
GAT|GAT|LFNA|LFNA|Tallard|Tallard|Gap|Gap|France|France
GAU|GAU|VEGT|VEGT|Borjhar|Borjhar|Gawahati|Gawahati|India|India
GAV|GAV|||Gag Island|Gag Island|Gag Island|Gag Island|Indonesia|Indonesia
GAW|GAW|VYGG|VYGG|Gangaw|Gangaw|Gangaw|Gangaw|Myanmar|Myanmar
GAX|GAX|||Gamba|Gamba|Gamba|Gamba|Gabon|Gabon
GAY|GAY|VEGY|VEGY|Gaya|Gaya|Gaya|Gaya|India|India
GAZ|GAZ|KGAZ|KGAZ|Guasopa|Guasopa|Guasopa|Guasopa|Papua New Guinea|Papua New Guinea
GBA|GBA|||Big Bay|Big Bay|Big Bay|Big Bay|Vanuatu|Vanuatu
GBB|GBB|||Gara Djebilet|Gara Djebilet|Gara Djebilet|Gara Djebilet|Mauritania|Mauritania
GBC|GBC|||Gasuke|Gasuke|Gasuke|Gasuke|Papua New Guinea|Papua New Guinea
GBD|GBD|KGBD|KGBD|Great Bend|Great Bend|Great Bend|Great Bend|United States|United States
GBE|GBE|FBSK|FBSK|Sir Seretse Khama International|Sir Seretse Khama International|Gaborone|Gaborone|Botswana|Botswana
GBF|GBF|||Negarbo|Negarbo|Negarbo|Negarbo|Papua New Guinea|Papua New Guinea
GBG|GBG|KGBG|KGBG|Galesburg|Galesburg|Galesburg|Galesburg|United States|United States
GBH|GBH|PAGB|PAGB|Galbraith Lake|Galbraith Lake|Galbraith Lake|Galbraith Lake|United States|United States
GBI|GBI|MYGM|MYGM|Auxiliary Airfield|Auxiliary Airfield|Grand Bahama|Grand Bahama|Bahamas|Bahamas
GBJ|GBJ|TFFM|TFFM|Les Bases|Les Bases|Marie Galante|Marie Galante|Guadeloupe|Guadeloupe
GBK|GBK|GFGK|GFGK|Gbangbatok|Gbangbatok|Gbangbatok|Gbangbatok|Sierra Leone|Sierra Leone
GBL|GBL|YGBI|YGBI|Goulburn Island|Goulburn Island|Goulburn Island|Goulburn Island|Australia|Australia
GBM|GBM|||Garbaharey|Garbaharey|Garbaharey|Garbaharey|Ethiopia|Ethiopia
GBN|GBN|KGBN|KGBN|San Giovanni Rotondo|San Giovanni Rotondo|San Giovanni Rotondo|San Giovanni Rotondo|Italy|Italy
GBO|GBO|KGBO|KGBO|Baltimore Greenbelt T|Baltimore Greenbelt T|Baltimore|Baltimore|United States|United States
GBP|GBP|YGAM|YGAM|Gamboola|Gamboola|Gamboola|Gamboola|Australia|Australia
GBQ|GBQ|||Muharraq|Muharraq|Muharraq|Muharraq|Bahrain|Bahrain
GBR|GBR|KGBR|KGBR|Walter J. Koladza Airport|Walter J. Koladza Airport|Great Barrington|Great Barrington|United States|United States
GBS|GBS|||Port Fitzroy|Port Fitzroy|Port Fitzroy|Port Fitzroy|New Zealand|New Zealand
GBT|GBT|OING|OING|Gorgan|Gorgan|Gorgan|Gorgan|Iran|Iran
GBU|GBU|HSKG|HSKG|Khashm El Girba|Khashm El Girba|Khashm El Girba|Khashm El Girba|Sudan|Sudan
GBV|GBV|YGIB|YGIB|Gibb River|Gibb River|Gibb River|Gibb River|Australia|Australia
GBZ|GBZ|NZGB|NZGB|Great Barrier Island|Great Barrier Island|Great Barrier Island|Great Barrier Island|New Zealand|New Zealand
GCA|GCA|||Guacamaya|Guacamaya|Guacamaya|Guacamaya|Colombia|Colombia
GCC|GCC|KGCC|KGCC|Campbell County|Campbell County|Gillette|Gillette|United States|United States
GCH|GCH|OIAH|OIAH|Gachsaran|Gachsaran|Gachsaran|Gachsaran|Iran|Iran
GCI|GCI|EGJB|EGJB|Guernsey|Guernsey|Guernsey|Guernsey|Guernsey|Guernsey
GCJ|GCJ|FAGC|FAGC|Grand Central|Grand Central|Johannesburg|Johannesburg|South Africa|South Africa
GCK|GCK|KGCK|KGCK|Garden City Municipal Airport|Garden City Municipal Airport|Garden City, KS|Garden City, KS|United States|United States
GCM|GCM|MWCR|MWCR|Owen Roberts International|Owen Roberts International|Georgetown|Georgetown|Cayman Islands|Cayman Islands
GCN|GCN|KGCN|KGCN|National Park|National Park|Grand Canyon|Grand Canyon|United States|United States
GCV|GCV|LIPE|LIPE|Gravatai|Gravatai|Gravatai|Gravatai|Brazil|Brazil
GCY|GCY|KGCY|KGCY|Municipal|Municipal|Greenville|Greenville|United States|United States
GDA|GDA|||Gounda|Gounda|Gounda|Gounda|Central African Republic|Central African Republic
GDC|GDC|KGYH|KGYH|Donaldson Center|Donaldson Center|Greenville|Greenville|United States|United States
GDD|GDD|YGDN|YGDN|Gordon Downs|Gordon Downs|Gordon Downs|Gordon Downs|Australia|Australia
GDE|GDE|HAGO|HAGO|Gode/Iddidole|Gode/Iddidole|Gode/Iddidole|Gode/Iddidole|Ethiopia|Ethiopia
GDG|GDG|UHBI|UHBI|Magdagachi|Magdagachi|Magdagachi|Magdagachi|Russian Federation|Russian Federation
GDH|GDH|KGDH|KGDH|Golden Horn Lodge SPB|Golden Horn Lodge SPB|Golden Horn Lodge, Alaska|Golden Horn Lodge, Alaska|United States|United States
GDI|GDI|FEGL|FEGL|Gordil|Gordil|Gordil|Gordil|Central African Republic|Central African Republic
GDJ|GDJ|FZWC|FZWC|Gandajika|Gandajika|Gandajika|Gandajika|Democratic Republic Of Congo|Democratic Republic Of Congo
GDL|GDL|MMGL|MMGL|Miguel Hidalgo International Airport|Miguel Hidalgo International Airport|Guadalajara|Guadalajara|Mexico|Mexico
GDM|GDM|KGDM|KGDM|Municipal|Municipal|Gardner|Gardner|United States|United States
GDN|GDN|EPGD|EPGD|Lech Walesa|Lech Walesa|Gdansk|Gdansk|Poland|Poland
GDO|GDO|SVGD|SVGD|Vare Maria|Vare Maria|Guasdualito|Guasdualito|Venezuela|Venezuela
GDP|GDP|SNGD|SNGD|Guadalupe|Guadalupe|Guadalupe|Guadalupe|Brazil|Brazil
GDQ|GDQ|HAGN|HAGN|Gondar|Gondar|Gondar|Gondar|Ethiopia|Ethiopia
GDT|GDT|MBGT|MBGT|Grand Turk Is|Grand Turk Is|Grand Turk Is|Grand Turk Is|Turks and Caicos Islands|Turks and Caicos Islands
GDV|GDV|KGDV|KGDV|Dawson Community|Dawson Community|Glendive|Glendive|United States|United States
GDW|GDW|KGDW|KGDW|Gladwin|Gladwin|Gladwin|Gladwin|United States|United States
GDX|GDX|UHMM|UHMM|Sokol|Sokol|Magadan|Magadan|Russian Federation|Russian Federation
GDZ|GDZ|URKG|URKG|Gelendzik|Gelendzik|Gelendzik|Gelendzik|Russian Federation|Russian Federation
GEA|GEA|NWWM|NWWM|Magenta|Magenta|Noumea|Noumea|New Caledonia|New Caledonia
GEB|GEB|WAMJ|WAMJ|Gebe|Gebe|Gebe|Gebe|Indonesia|Indonesia
GEC|GEC|||Gecitkale|Gecitkale|Gecitkale|Gecitkale|Cyprus|Cyprus
GED|GED|KGED|KGED|Sussex County|Sussex County|Georgetown|Georgetown|United States|United States
GEE|GEE|YGTO|YGTO|George Town|George Town|George Town|George Town|Australia|Australia
GEF|GEF|AGEV|AGEV|Geva Airstrip|Geva Airstrip|Geva|Geva|Central African Republic|Central African Republic
GEG|GEG|KGEG|KGEG|Spokane International|Spokane International|Spokane|Spokane|United States|United States
GEI|GEI|||Green Islands|Green Islands|Green Islands|Green Islands|Papua New Guinea|Papua New Guinea
GEK|GEK|LIMW|LIMW|Ganes Creek|Ganes Creek|Ganes Creek|Ganes Creek|United States|United States
GEL|GEL|SBNM|SBNM|Sepe Tiaraju|Sepe Tiaraju|Santo Angelo|Santo Angelo|Brazil|Brazil
GEN|GEN|KBOS|KBOS|Oslo - Gardermoen Airport|Oslo - Gardermoen Airport|Oslo|Oslo|Norway|Norway
